pnid,MVIT,RVIT,XRVIT,TYP,Q1,Q1_1a1,Q1_1a2,Q1_1a3,Q2a1,Q2a2,Q2a3,Q2a_dk,Q2_1a1,Q2_1a2,Q2_1a3,Q3_1a1,Q3_1a2,Q3_1a3,Q3_2a1,Q3_2a2,Q3_2a3,Q4a1,Q4a2,Q4a3,Q4a_dk,Q4_1a1,Q4_1a2,Q4_1a3,Q4_2a1,Q4_2a2,Q4_2a3,Q4_2a_dk,Q5,Q5_1a01,Q5_1a02,Q5_1a03,Q5_1a04,Q5_1a05,Q5_1a06,Q5_1a07,Q5_1a08,Q5_1a09,Q5_1a10,Q5_1a99,Q7A,Q7a_dk,Q7a2,Q7a3,Q7a4,Q7a5,Q7a6,Q7a7,Q7a8,MQ7_1,MQ7_1제외,MQ7_2,MQ7_1$15제외,MQ7_1제외$15제외,RQ7_1,RQ7_1제외,RQ7_2,RQ7_1$15제외,RQ7_1제외$15제외,Q8a01,Q8a02,Q8a03,Q8a04,Q8a05,Q8a06,Q8a07,Q8a08,Q8a09,Q8a10,Q8a11,Q8a12,Q8a13,Q8a14,Q8a15,Q8a16,Q8a17,Q8a18,Q8a19,Q8_1a1,Q8_1a2,Q8_1a3,Q9_1_1,Q9_1_2,Q9_1_3,Q9_1_4,Q9_1_5,Q9_2a01,Q9_2a02,Q9_2a03,Q9_2a04,Q9_2a05,Q9_2a06,Q9_2a07,Q9_2a08,Q9_2a09,Q9_2a10,Q9_2a11,Q9_2a12,Q9_2a13,Q9_2a14,Q9_2a15,Q9_2a16,Q9_2a17,KWON1,KWON2,KWON3,KWON4,KWON5,KWON6,KWON7,KWON8,KWONA1,KWONA2,KWONA3,KWONB1,KWONB2,M박HAP,M일HAP,M일HAP_61,R1일HAP,서울박TOT,경기박TOT,인천박TOT,강원박TOT,대전박TOT,충북박TOT,충남박TOT,세종박TOT,경북박TOT,경남박TOT,대구박TOT,울산박TOT,부산박TOT,광주박TOT,전북박TOT,전남박TOT,제주박TOT,서울일TOT,경기일TOT,인천일TOT,강원일TOT,대전일TOT,충북일TOT,충남일TOT,세종일TOT,경북일TOT,경남일TOT,대구일TOT,울산일TOT,부산일TOT,광주일TOT,전북일TOT,전남일TOT,제주일TOT,서울박60,경기박60,인천박60,강원박60,대전박60,충북박60,충남박60,세종박60,경북박60,경남박60,대구박60,울산박60,부산박60,광주박60,전북박60,전남박60,제주박60,서울일61,경기일61,인천일61,강원일61,대전일61,충북일61,충남일61,세종일61,경북일61,경남일61,대구일61,울산일61,부산일61,광주일61,전북일61,전남일61,제주일61,Q9_5A1,Q9_5A2,Q9_5A3,Q9_5A4,Q9_5A5,Q9_5A6,Q9_5A7,Q9_5A8,Q9_5A9,호텔숙박,모텔숙박,콘도숙박,게스숙박,민박숙박,학교숙박,친척숙박,기타숙박,호텔숙박60,모텔숙박60,콘도숙박60,게스숙박60,민박숙박60,학교숙박60,친척숙박60,기타숙박60,총액1인MIS,총액1인TOT2,총액1인MIS_개별국제교통비제외,총액1인TOT항공제외2,C총액1인MIS,C총액1인TOT2,C총액1인MIS_개별국제교통비제외,C총액1인TOT항공제외2,MDAY전체,MDAY전체TOT_RAW2,MDAY전체TOT_RAW61,MDAY전체_개별국제교통비제외,MDAY전체TOT_RAW61항공제외2,RDAY전체,RDAY전체TOT_RAW2,RDAY전체TOT_RAW61,RDAY전체_개별국제교통비제외,RDAY전체TOT_RAW61항공제외2,MDAY개별대체,MDAY에어대체,MDAY단체대체,MDAY개별61대체,MDAY에어61대체,MDAY단체61대체,MDAY개별61항공제외대체,MDAY에어61항공제외대체,MDAY단체61항공제외대체,RDAY개별대체,RDAY에어대체,RDAY단체대체,RDAY개별61대체,RDAY에어61대체,RDAY단체61대체,RDAY개별61항공제외대체,RDAY에어61항공제외대체,RDAY단체61항공제외대체,여행사1인대체,가이드1인대체,숙박비1인대체,음식점1인대체,식음료1인대체,국제한국1인대체,국제국외1인대체,국제수상1인대체,한국한국1인대체,한국국외1인대체,한국수상1인대체,한국철도1인대체,한국도로1인대체,대여서1인대체,유류비1인대체,문화서1인대체,오락및1인대체,쇼핑비1인대체,데이터1인대체,치료및1인대체,미용서1인대체,기타비1인대체,C여행사1인대체,C가이드1인대체,C숙박비1인대체,C음식점1인대체,C식음료1인대체,C국제한국1인대체,C국제국외1인대체,C국제수상1인대체,C한국한국1인대체,C한국국외1인대체,C한국수상1인대체,C한국철도1인대체,C한국도로1인대체,C대여서1인대체,C유류비1인대체,C문화서1인대체,C오락및1인대체,C쇼핑비1인대체,C데이터1인대체,C치료및1인대체,C미용서1인대체,C기타비1인대체,Q10_2a01,Q10_2a02,Q10_2a03,Q10_2a04,Q10_2a05,Q10_2a06,Q10_2a07,Q10_2a08,Q10_2a09,Q10_2a10,Q10_2a11,Q10_2a12,Q10_2a13,MQ10_2b01,MQ10_2b02,MQ10_2b03,MQ10_2b04,MQ10_2b05,MQ10_2b06,MQ10_2b07,MQ10_2b08,MQ10_2b09,MQ10_2b10,MQ10_2b11,MQ10_2b12,MQ10_2b13,Q10_3a1,Q10_3a2,Q10_3a3,Q11,Q12a01,Q12a02,Q12a03,Q12a04,Q12a05,Q12a06,Q12a07,Q12a08,Q12a09,Q12a10,Q12a11,Q12a12,Q12a13,Q12a14,Q12a15,Q12a16,Q12a17,Q12a18,Q12a19,Q12a20,Q12a21,Q12a22,Q12a23,Q12a24,Q12a25,Q12a26,Q13,Q14,D_MON,D_BUN,D_NAT,D_SEX,D_AGE,D_MOK,D_NUM,D_GUB,weight
21.0,2.00,2.00,5.00,1,1,2,7,8,3,,,,2,3,4,7,2,1,2,10,4,1,,,,5,1,,2,1,,,4,1,2,,,,,7,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,,,,4,,,7,,,,,,,,,,,,,7,4,,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,6.00,7.00,7.00,2.00,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,4.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,1570.00,1570.00,1430.00,1430.00,2.00,2.00,2.00,2.00,224.29,224.29,224.29,204.29,204.29,3.00,3.00,3.00,3.00,3.00,224.29,,,224.29,,,204.29,,,3.00,,,3.00,,,3.00,,,0.00,0.00,550.00,120.00,0.00,0.00,140.00,0.00,0.00,0.00,0.00,50.00,0.00,0.00,0.00,80.00,0.00,400.00,30.00,0.00,0.00,200.00,1.00,1.00,5.00,4.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,3.00,1.00,4.00,2.00,1.00,1.00,4.00,1,,,,,,,,,,11,,,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,3,6,5,5,,,,4,,,4,,,,,,,,,5,4,5,5,4,5,5,3,5,9,,5,5,1.00,1.00,4.00,2.00,2.00,1.00,2.00,1.00,244.84
24.0,3.00,3.00,5.00,1,1,7,5,8,7,1,6,,9,,,3,,,3,6,4,1,,,,5,11,7,1,6,,,4,1,,,,,,,,,,,2.00,,,,4,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,,,,,,,,,,,,,,,,,2,1,,11002.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,5.00,6.00,6.00,2.00,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,,,5.00,,,,,,,,5.00,,,,1890.80,1890.80,1401.80,1401.80,2.00,2.00,2.00,2.00,315.13,315.13,315.13,233.63,233.63,4.00,4.00,4.00,3.00,3.00,315.13,,,315.13,,,233.63,,,4.00,,,4.00,,,3.00,,,0.00,0.00,489.00,326.00,32.60,0.00,489.00,0.00,0.00,0.00,0.00,65.20,0.00,0.00,0.00,0.00,0.00,489.00,0.00,0.00,0.00,0.00,1.00,1.00,4.00,4.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,,2,3,,,,,,,,11,,,0.00,20.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,4,3,,4,4,4,,,,,,,,,,,,,,4,3,5,5,3,5,4,4,4,4,,4,4,1.00,1.00,3.00,2.00,3.00,1.00,3.00,1.00,532.42
25.0,9.00,4.00,5.00,1,1,5,8,2,1,6,3,,3,5,8,3,9,2,10,6,3,1,4,5,,7,5,4,2,3,6,,5,,,,4,,,,8,9,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,,2,3,,,,,,,,,,,,15,,,,,3,2,15,42917.0,42001.0,,,,1,,,4,,,,,,,,,,,,,,1.00,,,4.00,,,,,,,3.00,1.00,2.00,5.00,6.00,6.00,2.00,5.00,,,0.00,,,,,,,,,,,,,,6.00,,,1.00,,,,,,,,,,,,,,5.00,,,0.00,,,,,,,,,,,,,,6.00,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,2252.00,2252.00,1790.84,1790.84,3.00,3.00,2.00,2.00,375.33,375.33,375.33,298.47,298.47,4.00,4.00,4.00,3.00,3.00,375.33,,,375.33,,,298.47,,,4.00,,,4.00,,,3.00,,,0.00,0.00,448.35,256.20,0.00,0.00,461.16,0.00,0.00,0.00,0.00,192.15,3.84,0.00,0.00,0.00,96.08,768.60,25.62,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,3.00,4.00,2.00,1.00,1.00,1.00,1,,3,,,,,,,,,,,40.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5,3,2,4,,4,4,,,,,,,,,,,,4,3,3,4,3,4,4,3,3,5,5,3,5,5,1.00,1.00,5.00,2.00,3.00,1.00,4.00,1.00,247.69
26.0,1.00,1.00,,1,1,1,4,9,1,5,6,,1,5,4,1,3,10,3,5,6,1,6,4,,1,8,6,4,7,6,,5,1,2,,,5,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,3,,,,,,,,,,,,,,,,,3,1,2,11012.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,5.00,6.00,6.00,2.00,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,1326.82,1326.82,805.22,805.22,2.00,2.00,1.00,1.00,221.14,221.14,221.14,134.20,134.20,3.00,3.00,3.00,3.00,3.00,221.14,,,221.14,,,134.20,,,3.00,,,3.00,,,3.00,,,0.00,0.00,456.40,260.80,0.00,0.00,521.60,0.00,0.00,0.00,0.00,0.00,13.04,0.00,0.00,0.00,65.20,0.00,9.78,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,1.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,5,5,5,5,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,5,5,1.00,1.00,3.00,1.00,2.00,1.00,1.00,1.00,636.21
27.0,1.00,1.00,,3,1,5,1,4,1,4,5,,5,9,8,3,8,1,1,3,4,2,4,3,,,,,2,3,9,,4,,,,,,,,,,,,2.00,,,,,,6,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,,3,,,,,8,,,,,,,,,,,,3,1,8,11012.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,4.00,5.00,5.00,2.00,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,4.00,,,,,,,,,,,,,,,,,5.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,4.00,,,,,,,,4.00,,,,,,,,1352.90,1352.90,1352.90,1352.90,2.00,2.00,2.00,2.00,270.58,270.58,270.58,270.58,270.58,3.00,3.00,3.00,3.00,3.00,,,270.58,,,270.58,,,270.58,,,3.00,,,3.00,,,3.00,652.00,48.90,,0.00,163.00,,,,489.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,,1.00,4.00,,,,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4,4,,5,,,,,5,,,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,4,1.00,1.00,3.00,1.00,3.00,1.00,1.00,3.00,202.60
29.0,1.00,1.00,,1,1,1,4,5,4,,,,1,,,2,3,12,2,5,3,3,1,,,5,4,,3,4,5,,1,1,,,,,6,,8,,,,2.00,,2,,4,,,,,4.00,3.00,1.00,3.00,2.00,3.00,3.00,1.00,3.00,2.00,,2,3,4,5,,,8,,,11,,,,,,,,,4,8,5,42001.0,,,,,1,,,4,,,,,,,,,,,,,,1.00,,,4.00,,,,,,,3.00,1.00,2.00,5.00,6.00,6.00,2.00,5.00,,,0.00,,,,,,,,,,,,,,6.00,,,1.00,,,,,,,,,,,,,,5.00,,,0.00,,,,,,,,,,,,,,6.00,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,5.00,,,,,,,,5.00,,,,,,,,942.05,942.05,624.25,624.25,1.00,1.00,1.00,1.00,157.01,157.01,157.01,104.04,104.04,3.00,3.00,3.00,3.00,3.00,157.01,,,157.01,,,104.04,,,3.00,,,3.00,,,3.00,,,0.00,0.00,170.25,170.25,0.00,0.00,317.80,0.00,0.00,0.00,0.00,0.00,56.75,0.00,0.00,0.00,0.00,227.00,0.00,0.00,0.00,0.00,1.00,1.00,3.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,3,,5,,,,,,,,,20.00,0.00,30.00,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,,4,,5,5,5,5,,,4,,,4,,,,,4,4,4,4,4,4,5,9,9,9,,4,4,1.00,1.00,8.00,2.00,4.00,1.00,1.00,1.00,105.14
30.0,3.00,3.00,5.00,1,2,8,4,3,1,,,,8,,,4,11,12,3,6,,4,3,1,,1,,,6,5,3,,2,1,,,4,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,4,,6,,8,9,10,11,12,,,15,,,,,4,3,1,11001.0,,,,,1,,,,,,,,,,,,13,,,,,1.00,,,,,6.00,,,,,3.00,1.00,2.00,30.00,31.00,31.00,5.00,27.00,,,,,,,,,,,,3.00,,,,,28.00,,,,,,,,,,,,4.00,,,,,27.00,,,,,,,,,,,,3.00,,,,,28.00,,,,,,,,,,,,4.00,,,,,1.00,,,,,,,,,30.00,,,,,,,,30.00,,,,,,,,5139.49,5139.49,3750.44,3750.44,5.00,5.00,4.00,4.00,165.79,165.79,165.79,120.98,120.98,3.00,3.00,3.00,3.00,3.00,165.79,,,165.79,,,120.98,,,3.00,,,3.00,,,3.00,,,10.69,0.00,1389.05,854.80,213.70,1389.05,0.00,0.00,0.00,0.00,0.00,320.55,0.00,213.70,0.00,106.85,106.85,427.40,0.00,0.00,106.85,0.00,1.00,1.00,5.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,4.00,1.00,4.00,4.00,4.00,1.00,1.00,4.00,1.00,,,3,,,,,,,,,,,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,6,,5,5,5,5,5,,5,,5,5,5,5,5,,,5,5,5,5,5,5,5,5,9,9,9,,5,5,1.00,1.00,19.00,1.00,2.00,2.00,3.00,1.00,157.88
31.0,5.00,4.00,5.00,1,2,7,3,,,,,15,,,,2,10,13,5,4,6,3,4,,,,,,9,6,,,2,1,,3,,,,,,,,,2.00,,2,,,,,,,2.00,1.00,0.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,1,2,,,,6,,,,,,,,,,,,,,2,1,6,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,6.00,7.00,7.00,2.00,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,6.00,,,,,,,,,,,,,,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,7.00,,,,,,,,,6.00,,,,,,,,6.00,,2202.10,2202.10,1480.10,1480.10,3.00,3.00,2.00,2.00,314.59,314.59,314.59,211.44,211.44,4.00,4.00,4.00,3.00,3.00,314.59,,,314.59,,,211.44,,,4.00,,,4.00,,,3.00,,,0.00,0.00,0.00,361.00,0.00,0.00,722.00,0.00,0.00,0.00,0.00,0.00,36.10,0.00,0.00,0.00,0.00,1083.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,3,,,,,,,,,,,80.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7,2,,5,5,5,,,,4,,,,,,,,,,4,5,5,4,5,5,4,4,5,5,,5,4,1.00,1.00,1.00,2.00,2.00,2.00,4.00,1.00,226.34
32.0,4.00,4.00,5.00,1,2,11,,,,,,15,,,,11,12,2,2,5,,1,4,6,,1,5,,,,,11,6,,,,,,,,,,99,99,2.00,,2,,4,,,,,3.00,2.00,1.00,2.00,1.00,3.00,2.00,1.00,2.00,1.00,1,2,,,,,,,,,,,,14,,,,,,2,1,14,42917.0,,,,,1,,,4,,,,,,,,,,,,,,1.00,,,4.00,,,,,,,3.00,1.00,2.00,6.00,7.00,7.00,2.00,5.00,,,1.00,,,,,,,,,,,,,,6.00,,,2.00,,,,,,,,,,,,,,5.00,,,1.00,,,,,,,,,,,,,,6.00,,,2.00,,,,,,,,,,,,,,1.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,,,,2177.70,2177.70,1537.20,1537.20,3.00,3.00,2.00,2.00,311.10,311.10,311.10,219.60,219.60,4.00,4.00,4.00,3.00,3.00,311.10,,,311.10,,,219.60,,,4.00,,,4.00,,,3.00,,,0.00,0.00,854.00,341.60,0.00,0.00,640.50,0.00,0.00,0.00,0.00,0.00,85.40,0.00,0.00,0.00,0.00,256.20,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,,3,4,5,,,,,,,,,40.00,0.00,30.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,5,,5,5,5,,,,,,,,,,,,5,,3,4,4,3,3,3,3,4,4,5,,5,5,1.00,1.00,5.00,2.00,4.00,2.00,4.00,1.00,298.39
33.0,2.00,2.00,5.00,3,1,5,2,6,14,,,,9,,,3,1,2,5,6,3,5,4,3,,,,,3,5,4,,2,,,,,,,,,,,,2.00,,,,4,,,,,5.00,4.00,1.00,4.00,3.00,3.00,3.00,1.00,3.00,3.00,,,3,,,,,8,,,11,,,,,,,,,8,11,3,42917.0,,,,,1,,,4,,,,,,,,,,,,,,1.00,,,4.00,,,,,,,3.00,1.00,2.00,4.00,5.00,5.00,2.00,4.00,,,0.00,,,,,,,,,,,,,,5.00,,,1.00,,,,,,,,,,,,,,4.00,,,0.00,,,,,,,,,,,,,,5.00,,,1.00,,,,,,,,,,,,,,1.00,,,,,,,,,4.00,,,,,,,,4.00,,,,,,,,1630.00,1630.00,1630.00,1630.00,2.00,2.00,2.00,2.00,326.00,326.00,326.00,326.00,326.00,4.00,4.00,4.00,4.00,4.00,,,326.00,,,326.00,,,326.00,,,4.00,,,4.00,,,4.00,1238.80,0.00,,0.00,130.40,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,260.80,0.00,0.00,0.00,0.00,5.00,1.00,,1.00,4.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,,,,,,,,,,,,90.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,7,,5,,,5,,,,,5,,,5,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,1.00,1.00,3.00,2.00,4.00,1.00,2.00,3.00,451.11
35.0,1.00,1.00,,1,3,,,,1,12,9,,2,7,8,,,,,,,4,,,,,,,9,,,,2,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,4,,,,,,,,,,,15,,17,,,3,1,2,11074.0,,,,,1,2,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,1.00,,,1.00,,21.00,22.00,22.00,4.00,3.00,18.00,,,,,,,,,,,,,,,,4.00,19.00,,,,,,,,,,,,,,,,3.00,18.00,,,,,,,,,,,,,,,,4.00,19.00,,,,,,,,,,,,,,,,1.00,,,,,,,,,21.00,,,,,,,,21.00,,,,,,,,4744.14,4744.14,2607.14,2607.14,4.00,4.00,3.00,3.00,215.64,215.64,215.64,118.51,118.51,3.00,3.00,3.00,3.00,3.00,215.64,,,215.64,,,118.51,,,3.00,,,3.00,,,3.00,,,0.00,0.00,1923.30,427.40,106.85,2137.00,0.00,0.00,0.00,0.00,0.00,0.00,32.06,0.00,0.00,10.69,0.00,106.85,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,4.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,2.00,1.00,4.00,1.00,1.00,1.00,1.00,1,2,3,,,,,,,,,,,50.00,45.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,5,2,4,5,4,5,4,,,,,,,,,,,4,4,3,5,4,4,5,5,9,3,4,,4,5,1.00,1.00,97.00,2.00,3.00,3.00,1.00,1.00,363.43
36.0,1.00,1.00,,1,2,1,4,6,,,,15,,,,11,2,1,2,4,9,6,4,,,,,,4,,,,4,1,,,,,,,,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,3,4,,6,,,,,11,,,,,,,,,1,2,3,26006.0,,,,,1,,,,,,,,,,,,13,,,,,1.00,,,,,6.00,,,,,3.00,1.00,2.00,6.00,7.00,7.00,2.00,4.00,,,,,,,,,,,,2.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,4.00,,,,,,,,,,,,2.00,,,,,5.00,,,,,,,,,,,,3.00,,,,,1.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,,,,3470.98,3470.98,2145.26,2145.26,4.00,4.00,3.00,3.00,495.85,495.85,495.85,306.47,306.47,4.00,4.00,4.00,4.00,4.00,495.85,,,495.85,,,306.47,,,4.00,,,4.00,,,4.00,,,24.10,0.00,964.16,482.08,48.21,1325.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.36,60.26,482.08,0.00,0.00,0.00,0.00,1.00,1.00,5.00,4.00,3.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,3.00,3.00,4.00,1.00,1.00,1.00,1.00,1,,3,,,,,8,,,,,,30.00,0.00,40.00,0.00,0.00,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,3,5,,5,4,4,4,4,,5,,,,,4,,,,,5,4,4,4,5,4,4,9,9,9,,4,4,1.00,1.00,16.00,1.00,4.00,2.00,1.00,1.00,84.91
37.0,1.00,1.00,,1,1,8,1,10,1,6,12,,1,7,8,4,1,5,2,4,8,4,1,3,,9,5,4,,,,11,6,1,,,,,,,8,,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,1,2,,,5,,,,,,,,,,,,,,,5,1,2,42001.0,,,,,1,,,4,,,,,,,,,13,,,,,1.00,,,4.00,,6.00,,,,,3.00,1.00,2.00,6.00,7.00,7.00,2.00,4.00,,,0.00,,,,,,,,,2.00,,,,,5.00,,,1.00,,,,,,,,,3.00,,,,,4.00,,,0.00,,,,,,,,,2.00,,,,,5.00,,,1.00,,,,,,,,,3.00,,,,,1.00,,,,,,,,,6.00,,,,,,,,6.00,,,,,,,,1870.26,1870.26,1101.66,1101.66,2.00,2.00,2.00,2.00,267.18,267.18,267.18,157.38,157.38,3.00,3.00,3.00,3.00,3.00,267.18,,,267.18,,,157.38,,,3.00,,,3.00,,,3.00,,,0.00,0.00,256.20,640.50,0.00,0.00,768.60,0.00,0.00,0.00,0.00,0.00,64.05,0.00,0.00,0.00,0.00,128.10,12.81,0.00,0.00,0.00,1.00,1.00,4.00,4.00,1.00,1.00,5.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,4.00,2.00,1.00,1.00,1.00,1,,,,,,,,,,,,,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,,,5,5,4,,,4,,,,,,,,,,,4,5,5,5,4,3,3,4,4,5,,4,5,1.00,1.00,9.00,2.00,2.00,1.00,1.00,1.00,100.63
38.0,2.00,2.00,5.00,1,1,4,5,,5,6,,,6,8,,4,3,,4,3,9,2,4,,,,,,2,6,,,3,1,,,,,,,,9,,,1.00,1,,,,,,,,1.00,,,,,1.00,,,,,,2,3,4,,,,,,,,,,,,,,,,4,2,3,11001.0,,,,,1,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,1.00,,2.00,3.00,3.00,1.00,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,3.00,,,,,,,,,,,,,,,,,1.00,,,,,,,,,2.00,,,,,,,,2.00,,,,,,,,1158.06,1158.06,733.44,733.44,2.00,2.00,1.00,1.00,386.02,386.02,386.02,244.48,244.48,4.00,4.00,4.00,3.00,3.00,386.02,,,386.02,,,244.48,,,4.00,,,4.00,,,3.00,,,0.00,115.81,231.61,154.41,0.00,0.00,424.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,154.41,0.00,0.00,0.00,77.20,1.00,2.00,4.00,4.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,4.00,1.00,1.00,1.00,3.00,1,,,,,,7,,,,,,13,10.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,85.00,4,1,,4,,4,4,5,,,,,,,,,,,,5,4,5,4,4,4,4,4,4,5,4,4,4,1.00,1.00,7.00,2.00,2.00,1.00,2.00,1.00,285.78
